movie_id,imdb_id,title,overview,release_date,poster_path
281,tt0114558,Strange Days,"Set in the year 1999 during the last days of the old millennium, the movie tells the story of Lenny Nero, an ex-cop who now deals with data-discs containing recorded memories and emotions. One day he receives a disc which contains the memories of a murderer killing a prostitute. Lenny investigates and is pulled deeper and deeper in a whirl of blackmail, murder and rape. Will he survive and solve the case?",10/13/1995,/rY5BrDRcYAKE0BYmmT66YG6Uy5Q.jpg
5967,tt0058450,The Umbrellas of Cherbourg,"This simple romantic tragedy begins in 1957. Guy Foucher, a 20-year-old French auto mechanic, has fallen in love with 17-year-old Geneviève Emery, an employee in her widowed mother's chic but financially embattled umbrella shop. On the evening before Guy is to leave for a two-year tour of combat in Algeria, he and Geneviève make love. She becomes pregnant and must choose between waiting for Guy's return or accepting an offer of marriage from a wealthy diamond merchant.",2/19/1964,/jgB88XoKb3uOPPvGKNuE9wuaxDE.jpg
3512,tt0114781,Under Siege 2: Dark Territory,"A passenger train has been hijacked by an electronics expert and turned into an untraceable command center for a weapons satellite. He has planned to blow up Washington DC and only one man can stop him, former Navy SEAL Casey Ryback.",7/13/1995,/gElwFCQTbSK5hdK0PVyia547nst.jpg
65796,tt0114938,Wild Bill,Biopic about famous gunslinger Wild Bill Hickock. The early career of legendary lawman is telescoped and culminates in his relocation in Deadwood and a reunion with Calamity Jane.,12/1/1995,/g5sQTDwc4BcvRCBAhnujhBPIEO1.jpg
26258,tt0112602,Bushwhacked,"A inept courier realises he has been used by criminals to deliver money. On the run from both the criminals and police, he poses as a Scout leader and leads a scout group on a hike through the mountains.",8/4/1995,/j3H0POtvl0Tt4Meesvp7HX6JxAv.jpg
76,tt0112471,Before Sunrise,"A dialogue marathon of a film, this fairytale love story of an American boy and French girl. During a day and a night together in Vienna their two hearts collide.",1/27/1995,/khKJwHxgXSpDl3iKGJ5S15I8ABI.jpg
6715,tt0112757,The Cure,"Dexter, age 11, who has AIDS, and his next door neighbor Eric, a little older and much bigger, become best friends. Eric also becomes closer to Dexter's mother than to his own, who is neglectful and bigoted and violently forbids their friendship upon learning of it. Dexter and Erik start the journey to find ""The Cure"" they had read about in the local newspaper.",4/21/1995,/3WN1H5NzLOjhY9AP848v8WPc9uu.jpg
2292,tt0109445,Clerks,"Convenience and video store clerks Dante and Randal are sharp-witted, potty-mouthed and bored out of their minds. So in between needling customers, the counter jockeys play hockey on the roof, visit a funeral home and deal with their love lives.",9/13/1994,/zeFhNF0SXlYIvWXpaOLuXVQ3jB4.jpg
1909,tt0112883,Don Juan DeMarco,"John Arnold DeMarco is a man who believes he is Don Juan, the greatest lover in the world. Clad in a cape and mask, DeMarco undergoes psychiatric treatment with Dr. Jack Mickler to cure him of his apparent delusion. But the psychiatric sessions have an unexpected effect on the psychiatric staff and, most profoundly, Dr Mickler, who rekindles the romance in his complacent marriage.",10/1/1994,/fe0TuYz9jCKUba2Omj48K8bWJ8z.jpg
8984,tt0109635,Disclosure,"A computer specialist is sued for sexual harassment by a former lover turned boss who initiated the act forcefully, which threatens both his career and his personal life.",12/9/1994,/m10Sx3ikuXhJomFnN3OYpkBpYEc.jpg
4954,tt0109676,Drop Zone,A team of skydiving crooks led by DEA-agent-turned-bad Ty Moncrief (Busey) specialize in landing on police roofs and breaking in so their evil computer nerd can steal undercover agents' files and sell them to drug lords. Federal Marshal Pete Nessip (Snipes) lost a brother to this crew and learns skydiving with the help of tough-but-lovable instructor Jessie Crossmann (Butler) so he can track them down.,12/8/1994,/bbveyfmq6pGrzKL0l4waeA2WHHp.jpg
522,tt0109707,Ed Wood,"The mostly true story of the legendary ""worst director of all time"", who, with the help of his strange friends, filmed countless B-movies without ever becoming famous or successful.",9/27/1994,/ilNYwPc8v5jyGl2F7srrEJLUboK.jpg
397,tt0113117,French Kiss,French Kiss is director Kasdan’s best film since the Bodyguard. The plot involves a couple in love and one woman’s attempt to fly to Paris to get her lover back from a business trip and marry him. On the way she unknowingly smuggles something of value that has a petty thief chasing her across France as she chases after her future husband.,5/5/1995,/phNRL2E2fa8k0NyP39T4QCIAHgt.jpg
1024,tt0110005,Heavenly Creatures,"Based on the true story of Juliet Hulme and Pauline Parker, two close friends who share a love of fantasy and literature, who conspire to kill Pauline's mother when she tries to end the girls' intense and obsessive relationship.",9/2/1994,/uvb86wVCIqD3Rlbr0GTNgWDF7Zo.jpg
628,tt0110148,Interview with the Vampire,"A vampire relates his epic life story of love, betrayal, loneliness, and dark hunger to an over-curious reporter.",11/11/1994,/2162lAT2MP36MyJd2sttmj5du5T.jpg
6280,tt0110216,Junior,"As part of a fertility research project, a male scientist agrees to carry a pregnancy in his own body.",11/22/1994,/eQmgPrXf7c7daRdl3Zwgm65lw3o.jpg
6071,tt0113552,Kiss of Death,"Jimmy Kilmartin is an ex-con living in Astoria in the New York City borough of Queens, trying to stay clean and raising a family with his wife Bev. But when his cousin Ronnie causes him to take a fall for driving an illegal transport of stolen cars, a police officer named Calvin Hart is injured and Jimmy lands back in prison. In exchange for an early release, he is asked to help bring down a local crime boss named Little Junior Brown.  Jimmy remarries and attempts to renew a relationship with his child. But he is sent undercover by Detective Hart to work with Junior and infiltrate his operations. As soon as Little Junior kills an undercover federal agent with Jimmy watching, the unscrupulous district attorney and the feds further complicate his life. He must take down Junior or face the consequences.",4/21/1995,/uPZZRMeaXYcCXofAaYx5BAzXMYk.jpg
11,tt0076759,Star Wars,Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.,5/25/1977,/6FfCtAuVAW8XJjZ7eWeLibRLWTw.jpg
4476,tt0110322,Legends of the Fall,"An epic tale of three brothers and their father living in the remote wilderness of 1900s USA and how their lives are affected by nature, history, war, and love.",12/16/1994,/t1KPGlW0UGd0m515LPQmk2F4nu1.jpg
32325,tt0107566,Mi Vida Loca,"Mousie and Sad Girl are childhood best friends in a contemporary Los Angeles poor Hispanic neighborhood. But when Sad Girl becomes pregnant by Mousie's boyfriend, a drug dealer named Ernesto, the two become bitter enemies. While their dispute escalates towards violence, the violence of the world around them soon also impacts their lives.",6/8/1994,/cSCV25dOBMtQMixsUJYTLB7YjCK.jpg
3036,tt0109836,Mary Shelley's Frankenstein,"Based on Mary Shelley's novel, ""Frankenstein"" tells the story of Victor Frankenstein, a promising young doctor who, devastated by the death of his mother during childbirth, becomes obsessed with bringing the dead back to life. His experiments lead to the creation of a monster, which Frankenstein has put together with the remains of corpses. It's not long before Frankenstein regrets his actions.",11/4/1994,/cUeouwPcf6yIS3Um3X2oPyjtIea.jpg
8986,tt0110516,Milk Money,"Three young boys pool their money and pay V, a kindhearted prostitute, to strip for them. Afterward, she drives them home to the suburbs -- but then her car breaks down. It's just as well, though, because a mobster named Waltzer is after her, and V realizes the suburbs are the perfect place to hide. But things get a lot more complicated when V falls in love with Tom, a single father who is unaware of her real profession.",8/31/1994,/yVovxiCe9N12x84rE5V17o9esXJ.jpg
1945,tt0110638,Nell,"In a remote woodland cabin, a small town doctor discovers Nell - a beautiful young hermit woman with many secrets.",12/23/1994,/6WZFYXMFFwNS0AmTd3deCLXjt10.jpg
241,tt0110632,Natural Born Killers,Two victims of traumatized childhoods become lovers and psychopathic serial murderers irresponsibly glorified by the mass media.,8/25/1994,/fEKZwT91gxvkAoyPgpNXo8W5fu0.jpg
527,tt0110729,Once Were Warriors,"A drama about a Maori family lving in Auckland, New Zealand. Lee Tamahori tells the story of Beth Heke’s strong will to keep her family together during times of unemployment and abuse from her violent and alcoholic husband.",9/2/1994,/1nd4SsytVc96hy92g8NNVPD3mzf.jpg
6950,tt0114069,Outbreak,"A deadly airborne virus finds its way into the USA and starts killing off people at an epidemic rate. Col Sam Daniels' job is to stop the virus spreading from a small town, which must be quarantined, and to prevent an over reaction by the White House.",3/10/1995,/4KymNvlWR0XF0sqX2BWRd9Z3yXR.jpg
101,tt0110413,Leon: The Professional,"Leon, the top hit man in New York, has earned a rep as an effective ""cleaner"". But when his next-door neighbors are wiped out by a loose-cannon DEA agent, he becomes the unwilling custodian of 12-year-old Mathilda. Before long, Mathilda's thoughts turn to revenge, and she considers following in Leon's footsteps.",9/14/1994,/wHqGb8J6tXBVwjqWooGMtNEjs2A.jpg
2307,tt0114210,A Pyromaniac's Love Story,"A pastry boy and the son of a hair-piece mogul become involved in an arson scandal. Sergio is offered a bribe in exchange for taking the blame for the fire that destroys his workplace. Garet, the real arsonist, is apalled that someone else would try to take credit for his act of love. Before long, Sergio and Garet become entangled in a zany love-quadrangle involving Hattie and Stephanie. Written by Brian Whiting",4/28/1995,/9pU8aNS1wEXVGNR9WnsX2O3w9qF.jpg
680,tt0110912,Pulp Fiction,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.",9/10/1994,/d5iIlFn5s0ImszYzBPb8JPIfbXD.jpg
3586,tt0110907,Prêt-à-Porter,"Paris Fashion Week draws the usual bunch of people; designers, reporters, models, magazine editors, photographers. Follows the various storylines of these characters, centering around a murder investigation of a prominent fashion figure. Features an all-star cast.",12/23/1994,/bsiq2BLi8kzWR4pcjKxynvpVKVk.jpg
110,tt0111495,Three Colors: Red,Red This is the third film from the trilogy by Kieślowski. “Red” meaning brotherliness. Here Kieślowski masterly tells strange coincidentally linked stories in the most packed work.,5/27/1994,/5YIzZaQlwYJY5ZEqHRs9dG9DduB.jpg
108,tt0108394,Three Colors: Blue,A woman struggles to find a way to live her life after the death of her husband and child.,1/10/1993,/ayKRZejiarjY4R3UE1JKlSYcyHk.jpg
159185,tt0110769,"Red Firecracker, Green Firecracker","A woman inherits her father's fireworks factory, as he had no son. The business does well and everything works in an orderly fashion until one day, an itinerant painter is hired to decorate the doors and vases at the factory. The woman, forbidden to marry and thereby involve outsiders in the factory ownership, finds herself drawn to the headstrong painter. When they fall in love, the situation throws her entire life into disarray",10/14/1994,/wmW9WnTTBib4XTiLOYtLOlxvh5G.jpg
2636,tt0111255,The Specialist,"May Munro is a woman obsessed with getting revenge on the people who murdered her parents when she was still a girl. She hires Ray Quick, a retired explosives expert to kill her parent's killers. When Ned Trent, embittered ex-partner of Quick's is assigned to protect one of Quick's potential victims, a deadly game of cat and mouse ensues.",10/7/1994,/ifqrivWPQ0ZpwnIXBjgN261SQ1S.jpg
2164,tt0111282,Stargate,"An interstellar teleportation device, found in Egypt, leads to a planet with humans resembling ancient Egyptians who worship the god Ra.",10/27/1994,/63Ol9NX5E1OEsH7CHivNEvJMdky.jpg
278,tt0111161,The Shawshank Redemption,"Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",9/23/1994,/q6y0Go1tsGEsmtFryDOJo3dEmqu.jpg
193,tt0111280,Star Trek: Generations,Captain Jean-Luc Picard and the crew of the Enterprise-D find themselves at odds with the renegade scientist Soran who is destroying entire star systems. Only one man can help Picard stop Soran's scheme...and he's been dead for seventy-eight years.,11/17/1994,/rHsCYDGHFUarGh5k987b0EFU6kC.jpg
95963,tt0114888,The Walking Dead,"Five young marines on a suicide mission in Vietnam, struggle for survival in a jungle minefield. The mean streets of home did not prepare them for this.",2/24/1995,/c0RtcIN4oSzSZoNs0nJMevfGYS4.jpg
